Name,Description,Unit,DataType,Attributes
azure_vm_remote_used_burst_bps_credits_percentage_average,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_local_used_burst_io_credits_percentage_average,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_remote_used_burst_bps_credits_percentage_total,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_remote_used_burst_bps_credits_percentage_count,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_remote_used_burst_io_credits_percentage_total,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_remote_used_burst_io_credits_percentage_count,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_local_used_burst_bps_credits_percentage_average,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_local_used_burst_io_credits_percentage_count,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_local_used_burst_bps_credits_percentage_total,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_local_used_burst_bps_credits_percentage_count,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
azure_vm_local_used_burst_io_credits_percentage_total,,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location
